,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_hidden_layer_sizes,param_is_classifier,param_learning_rate_init,param_max_iters,param_mutation_prob,param_pop_size,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,537.1545424461365,1.83073283381016,0.0007886886596679688,0.00012282606956855066,relu,[4],True,0.1,1000,0.25,400,"{'activation': <function relu at 0x7fe31e1eb820>, 'hidden_layer_sizes': [4], 'is_classifier': True, 'learning_rate_init': 0.1, 'max_iters': 1000, 'mutation_prob': 0.25, 'pop_size': 400}",0.5953905464297687,0.6103076397289776,0.6451991646016166,0.6243063729611569,0.6643409995577179,0.6279089446558475,0.02452132545879138,1,0.6136910506535846,0.6227542148311477,0.6347738450542189,0.616911670210779,0.6357342862888878,0.6247730134077236,0.009042702027977512
