,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_early_stopping,param_hidden_layer_sizes,param_is_classifier,param_learning_rate_init,param_max_iters,param_temperature_list,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,7.462692165374756,0.041506323700873496,0.001318359375,0.0007487898349243913,relu,True,[4],True,0.1,3500,0.01,"{'activation': <function relu at 0x7feee3a508b0>, 'early_stopping': True, 'hidden_layer_sizes': [4], 'is_classifier': True, 'learning_rate_init': 0.1, 'max_iters': 3500, 'temperature_list': 0.01}",0.5948374120013409,0.6082407954909161,0.6253800954431832,0.6369289838013564,0.5873479655019902,0.6105470504477574,0.018473411843371392,1,0.6073625249762842,0.6304056561206348,0.6250193212810036,0.6287127932460242,0.5814457284592338,0.6145892048166361,0.018488581005601332
