,Iteration,Time,Fitness,FEvals,Temperature,max_iters
0,0,6.278499995460152e-05,10.0,0.0,0.01,128
1,1,0.002536626999983582,10.0,1.0,0.01,128
2,2,0.010901076999971338,10.0,2.0,0.01,128
3,3,0.012446144999955777,10.0,3.0,0.01,128
4,4,0.012481195999953343,12.0,5.0,0.01,128
5,5,0.014145778999989034,12.0,7.0,0.01,128
6,6,0.014175901999976759,12.0,8.0,0.01,128
7,7,0.014204519999964305,12.0,10.0,0.01,128
8,8,0.014231969999968896,12.0,12.0,0.01,128
9,9,0.015802803999974913,12.0,13.0,0.01,128
10,10,0.015841559999955734,12.0,15.0,0.01,128
11,11,0.015871610999965924,12.0,17.0,0.01,128
12,12,0.01590043699997068,12.0,19.0,0.01,128
13,13,0.015926296999964507,14.0,21.0,0.01,128
14,14,0.01595379699995192,14.0,23.0,0.01,128
15,15,0.015980639999952473,14.0,25.0,0.01,128
16,16,0.01600196499998674,14.0,26.0,0.01,128
17,17,0.017603796999992483,14.0,27.0,0.01,128
18,18,0.017635315999996237,14.0,28.0,0.01,128
19,19,0.01766623299999992,14.0,30.0,0.01,128
20,20,0.017693465999968794,16.0,32.0,0.01,128
21,21,0.017721709999989343,16.0,34.0,0.01,128
22,22,0.017744000999982745,16.0,35.0,0.01,128
23,23,0.017771962999972857,16.0,37.0,0.01,128
24,24,0.017794483999978183,16.0,38.0,0.01,128
25,25,0.01782274699996833,16.0,40.0,0.01,128
26,26,0.017852731999994376,16.0,42.0,0.01,128
27,27,0.01788169599996081,16.0,44.0,0.01,128
28,28,0.017905146999964927,16.0,45.0,0.01,128
29,29,0.017928423999990173,16.0,46.0,0.01,128
30,30,0.01795139799997969,16.0,47.0,0.01,128
31,31,0.017974759999958678,16.0,48.0,0.01,128
32,32,0.01800473099996225,16.0,50.0,0.01,128
33,33,0.019665406999990864,16.0,51.0,0.01,128
34,34,0.01969972499995265,16.0,52.0,0.01,128
35,35,0.019726313999967715,16.0,53.0,0.01,128
36,36,0.019751253999970686,16.0,54.0,0.01,128
37,37,0.019776003999993463,16.0,55.0,0.01,128
38,38,0.01980063399997789,16.0,56.0,0.01,128
39,39,0.019826089999980923,16.0,57.0,0.01,128
40,40,0.019850650999956088,16.0,58.0,0.01,128
41,41,0.019881451999992805,16.0,60.0,0.01,128
42,42,0.01990692599997601,16.0,61.0,0.01,128
43,43,0.019932082999957856,16.0,62.0,0.01,128
44,44,0.019962728999985302,16.0,64.0,0.01,128
45,45,0.019990518999975393,16.0,65.0,0.01,128
46,46,0.02002163199995266,16.0,67.0,0.01,128
47,47,0.020053352999980234,16.0,69.0,0.01,128
48,48,0.02007872399997268,16.0,70.0,0.01,128
49,49,0.020104504999949313,16.0,71.0,0.01,128
50,50,0.020130266999956348,16.0,72.0,0.01,128
51,51,0.02015585299994882,16.0,73.0,0.01,128
52,52,0.020187787999986995,16.0,75.0,0.01,128
53,53,0.020215235999955894,16.0,76.0,0.01,128
54,54,0.020241168999973524,16.0,77.0,0.01,128
55,55,0.020272295999973267,16.0,79.0,0.01,128
56,56,0.020298847999981717,16.0,80.0,0.01,128
57,57,0.020331740999949943,16.0,82.0,0.01,128
58,58,0.020358004999991408,16.0,83.0,0.01,128
59,59,0.020390200999997887,16.0,85.0,0.01,128
60,60,0.020422673999973995,16.0,87.0,0.01,128
61,61,0.020450149999987843,16.0,88.0,0.01,128
62,62,0.020476902999973845,16.0,89.0,0.01,128
63,63,0.020503435999955855,16.0,90.0,0.01,128
64,64,0.020535723999955735,16.0,92.0,0.01,128
65,65,0.022318517999963206,16.0,93.0,0.01,128
66,66,0.02236343599997781,16.0,95.0,0.01,128
67,67,0.02239985699998215,16.0,97.0,0.01,128
68,68,0.022430563000000348,16.0,98.0,0.01,128
69,69,0.022466141999984757,16.0,100.0,0.01,128
70,70,0.022495235999997476,16.0,101.0,0.01,128
71,71,0.02252359599998499,16.0,102.0,0.01,128
72,72,0.02255186299998968,16.0,103.0,0.01,128
73,73,0.022586993999993865,16.0,105.0,0.01,128
74,74,0.022615336999990632,16.0,106.0,0.01,128
75,75,0.022643461999962256,16.0,107.0,0.01,128
76,76,0.02267773500000203,16.0,109.0,0.01,128
77,77,0.022706694999953925,16.0,110.0,0.01,128
78,78,0.02273531099996262,16.0,111.0,0.01,128
79,79,0.02277003799997601,16.0,113.0,0.01,128
80,80,0.02280473099995106,16.0,115.0,0.01,128
81,81,0.02283375199999682,16.0,116.0,0.01,128
82,82,0.022868771999981163,16.0,118.0,0.01,128
83,83,0.022901464999961263,18.0,120.0,0.01,128
84,84,0.02293042099995546,18.0,121.0,0.01,128
85,85,0.022959752999952343,18.0,122.0,0.01,128
86,86,0.022989007999967725,18.0,123.0,0.01,128
87,87,0.023018252999975175,18.0,124.0,0.01,128
88,88,0.0230476999999496,18.0,125.0,0.01,128
89,89,0.02307790199995452,18.0,126.0,0.01,128
90,90,0.023107752999976583,18.0,127.0,0.01,128
91,91,0.02313751299999467,18.0,128.0,0.01,128
92,92,0.023173072999952637,18.0,130.0,0.01,128
93,93,0.02320333499994831,18.0,131.0,0.01,128
94,94,0.023233903999994254,18.0,132.0,0.01,128
95,95,0.02326445299996749,18.0,133.0,0.01,128
96,96,0.023295284999960586,18.0,134.0,0.01,128
97,97,0.023325696999961565,18.0,135.0,0.01,128
98,98,0.02335663899998508,18.0,136.0,0.01,128
99,99,0.023387281999987408,18.0,137.0,0.01,128
100,100,0.02341837099999111,18.0,138.0,0.01,128
101,101,0.023449558999971032,18.0,139.0,0.01,128
102,102,0.023480735999953595,18.0,140.0,0.01,128
103,103,0.023511889999952018,18.0,141.0,0.01,128
104,104,0.023543483999958426,18.0,142.0,0.01,128
105,105,0.023575268999991295,18.0,143.0,0.01,128
106,106,0.023607228000003033,18.0,144.0,0.01,128
107,107,0.023639754999976503,18.0,145.0,0.01,128
108,108,0.023671928999988268,18.0,146.0,0.01,128
109,109,0.02370401700000002,18.0,147.0,0.01,128
110,110,0.023736271999950986,18.0,148.0,0.01,128
111,111,0.023768586999949548,18.0,149.0,0.01,128
112,112,0.023800542999993013,18.0,150.0,0.01,128
113,113,0.023833047999971768,18.0,151.0,0.01,128
114,114,0.023865856999975676,18.0,152.0,0.01,128
115,115,0.023898633999976937,18.0,153.0,0.01,128
116,116,0.02393727899999476,18.0,155.0,0.01,128
117,117,0.023971463999998832,18.0,156.0,0.01,128
118,118,0.024005165999994915,18.0,157.0,0.01,128
119,119,0.024038186999973732,18.0,158.0,0.01,128
