,Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_exp_const,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,129.5135622027953,0,0.00013040099292993546,"[29, 15, 24, 17, 8, 9, 30, 25, 12, 0, 4, 16, 5, 13, 11, 23, 1, 2, 26, 3, 21, 27, 22, 18, 31, 20, 7, 10, 14, 28, 19, 6]",exponential,0.01,0.005,0.001,0.00999999347995248,0.01,4096
1,1,130.47828708137672,2,0.0024378460075240582,"[29, 15, 24, 17, 8, 9, 30, 4, 12, 0, 25, 16, 5, 13, 11, 23, 1, 2, 26, 3, 21, 27, 22, 18, 31, 20, 7, 10, 14, 28, 19, 6]",exponential,0.01,0.005,0.001,0.009999878108442509,0.01,4096
2,2,130.47828708137672,3,0.0040312359924428165,"[29, 15, 24, 17, 8, 9, 30, 4, 12, 0, 25, 16, 5, 13, 11, 23, 1, 2, 26, 3, 21, 27, 22, 18, 31, 20, 7, 10, 14, 28, 19, 6]",exponential,0.01,0.005,0.001,0.009999798440231723,0.01,4096
3,4,144.4991024593496,6,0.0057445919956080616,"[29, 15, 24, 17, 8, 9, 30, 4, 12, 0, 25, 16, 5, 13, 11, 23, 10, 2, 26, 3, 21, 27, 22, 18, 31, 20, 7, 1, 14, 28, 19, 6]",exponential,0.01,0.005,0.001,0.009999712774525223,0.01,4096
4,8,146.1426860007029,11,0.007580261008115485,"[29, 15, 24, 17, 8, 9, 30, 4, 12, 0, 25, 16, 5, 14, 11, 23, 10, 2, 26, 3, 21, 27, 22, 18, 31, 20, 7, 1, 13, 28, 19, 6]",exponential,0.01,0.005,0.001,0.00999962099413205,0.01,4096
5,16,146.5356669644002,20,0.009568765992298722,"[29, 15, 24, 17, 8, 9, 30, 4, 12, 0, 25, 16, 5, 14, 11, 23, 10, 2, 26, 3, 21, 27, 28, 18, 31, 20, 7, 1, 13, 22, 19, 6]",exponential,0.01,0.005,0.001,0.009999521573145364,0.01,4096
6,32,153.4448160814382,40,0.012003515003016219,"[29, 15, 24, 19, 8, 27, 30, 4, 12, 0, 25, 16, 5, 21, 11, 23, 10, 28, 26, 3, 14, 9, 2, 18, 31, 20, 7, 1, 13, 22, 17, 6]",exponential,0.01,0.005,0.001,0.009999399842260037,0.01,4096
7,64,162.7404283929971,81,0.015541075001237914,"[25, 15, 24, 19, 31, 27, 14, 4, 13, 0, 29, 16, 5, 28, 10, 22, 11, 21, 26, 30, 3, 9, 2, 18, 8, 20, 7, 1, 12, 23, 6, 17]",exponential,0.01,0.005,0.001,0.009999222976439784,0.01,4096
8,128,166.55426119029627,152,0.021302401000866666,"[24, 15, 25, 19, 28, 6, 31, 4, 13, 0, 29, 14, 5, 17, 10, 22, 11, 21, 26, 30, 3, 27, 2, 18, 8, 20, 7, 1, 12, 23, 9, 16]",exponential,0.01,0.005,0.001,0.009998934936671979,0.01,4096
9,256,172.74267797302724,293,0.033375867002177984,"[24, 14, 6, 19, 27, 1, 28, 2, 13, 23, 8, 15, 4, 30, 10, 0, 11, 21, 26, 17, 3, 18, 5, 31, 7, 20, 29, 25, 12, 22, 9, 16]",exponential,0.01,0.005,0.001,0.009998331345885708,0.01,4096
