,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
0,0,0.004411820000086664,129.5135622027953,200.0,200,0.3,512
1,1,0.02303981299996849,158.66127904732858,402.0,200,0.3,512
2,2,0.04159510499994212,160.71400948244963,604.0,200,0.3,512
3,3,0.06021730099996603,160.71400948244963,805.0,200,0.3,512
4,4,0.07720148900011736,160.71400948244963,1006.0,200,0.3,512
5,5,0.09572061400012899,160.71400948244963,1207.0,200,0.3,512
6,6,0.11273273999995581,160.71400948244963,1408.0,200,0.3,512
7,7,0.1297087539999211,160.71400948244963,1609.0,200,0.3,512
8,8,0.14659629300012966,160.71400948244963,1810.0,200,0.3,512
9,9,0.16518538100012847,161.25584476979282,2012.0,200,0.3,512
10,10,0.1820529379999698,161.25584476979282,2213.0,200,0.3,512
11,11,0.19894675799992,161.58261846107183,2415.0,200,0.3,512
12,12,0.21577915200009556,161.58261846107183,2616.0,200,0.3,512
13,13,0.23265274300001693,162.34842309761757,2818.0,200,0.3,512
14,14,0.24952661900010753,162.8995536000462,3020.0,200,0.3,512
15,15,0.26646483300010004,166.40882721487577,3222.0,200,0.3,512
16,16,0.2833004730000539,166.40882721487577,3423.0,200,0.3,512
17,17,0.3018675359999179,166.40882721487577,3624.0,200,0.3,512
18,18,0.31884589800006324,166.40882721487577,3825.0,200,0.3,512
19,19,0.3358169989999169,166.40882721487577,4026.0,200,0.3,512
20,20,0.3527593490000527,166.40882721487577,4227.0,200,0.3,512
21,21,0.36968119700009083,166.40882721487577,4428.0,200,0.3,512
22,22,0.38660071100002824,166.40882721487577,4629.0,200,0.3,512
23,23,0.40356325500010826,166.40882721487577,4830.0,200,0.3,512
24,24,0.4204088839999258,166.40882721487577,5031.0,200,0.3,512
25,25,0.4372592810000242,166.65795539906566,5233.0,200,0.3,512
26,26,0.45411579699998583,166.65795539906566,5434.0,200,0.3,512
27,27,0.4709694620000846,166.65795539906566,5635.0,200,0.3,512
28,28,0.48795501400013563,170.17475848160188,5837.0,200,0.3,512
29,29,0.5048265230000197,170.17475848160188,6038.0,200,0.3,512
30,30,0.5217694319999282,170.17475848160188,6239.0,200,0.3,512
31,31,0.5386020559999452,170.17475848160188,6440.0,200,0.3,512
32,32,0.5554708639999717,170.17475848160188,6641.0,200,0.3,512
33,33,0.5742772450000757,170.17475848160188,6842.0,200,0.3,512
34,34,0.5911935910000921,170.17475848160188,7043.0,200,0.3,512
35,35,0.6081579740000507,170.17475848160188,7244.0,200,0.3,512
36,36,0.6249630679999427,170.17475848160188,7445.0,200,0.3,512
37,37,0.6418720789999952,170.17475848160188,7646.0,200,0.3,512
38,38,0.6587389399999211,170.17475848160188,7847.0,200,0.3,512
39,39,0.6755657220001012,170.17475848160188,8048.0,200,0.3,512
40,40,0.6924258270000792,171.0883541690803,8250.0,200,0.3,512
41,41,0.7092832569999246,171.0883541690803,8451.0,200,0.3,512
42,42,0.726176156000065,171.0883541690803,8652.0,200,0.3,512
43,43,0.7431133499999305,171.0883541690803,8853.0,200,0.3,512
44,44,0.7599807540000256,171.0883541690803,9054.0,200,0.3,512
45,45,0.7768574140000055,171.62928505339823,9256.0,200,0.3,512
46,46,0.7937523380001039,171.62928505339823,9457.0,200,0.3,512
47,47,0.8106170470000507,172.31767743908193,9659.0,200,0.3,512
48,48,0.8275506760001008,173.18620501613822,9861.0,200,0.3,512
49,49,0.8444353630000023,174.68193429355046,10063.0,200,0.3,512
50,50,0.8612958210001125,174.68193429355046,10264.0,200,0.3,512
51,51,0.8781280069999866,174.68193429355046,10465.0,200,0.3,512
52,52,0.8949821300000167,174.68193429355046,10666.0,200,0.3,512
