,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
0,0,129.5135622027953,200,0.004411820000086664,"[29, 15, 24, 17, 8, 9, 30, 25, 12, 0, 4, 16, 5, 13, 11, 23, 1, 2, 26, 3, 21, 27, 22, 18, 31, 20, 7, 10, 14, 28, 19, 6]",200,0.3,512
1,1,158.66127904732858,402,0.02303981299996849,"[24, 13, 26, 28, 0, 14, 25, 15, 7, 17, 9, 2, 11, 6, 30, 8, 20, 12, 21, 10, 16, 3, 19, 31, 4, 22, 29, 1, 27, 5, 23, 18]",200,0.3,512
2,2,160.71400948244963,604,0.04159510499994212,"[24, 13, 26, 28, 0, 14, 25, 15, 7, 17, 9, 2, 11, 6, 30, 8, 20, 12, 21, 10, 16, 3, 19, 31, 4, 22, 29, 1, 27, 18, 5, 23]",200,0.3,512
3,4,160.71400948244963,1006,0.07720148900011736,"[24, 13, 26, 28, 0, 14, 25, 15, 7, 17, 9, 2, 11, 6, 30, 8, 20, 12, 21, 10, 16, 3, 19, 31, 4, 22, 29, 1, 27, 18, 5, 23]",200,0.3,512
4,8,160.71400948244963,1810,0.14659629300012966,"[24, 13, 26, 28, 0, 14, 25, 15, 7, 17, 9, 2, 11, 6, 30, 8, 20, 12, 21, 10, 16, 3, 19, 31, 4, 22, 29, 1, 27, 18, 5, 23]",200,0.3,512
5,16,166.40882721487577,3423,0.2833004730000539,"[8, 16, 24, 27, 6, 18, 3, 31, 17, 4, 13, 9, 23, 26, 22, 12, 1, 28, 0, 14, 25, 15, 7, 19, 5, 30, 2, 11, 21, 29, 10, 20]",200,0.3,512
6,32,170.17475848160188,6641,0.5554708639999717,"[24, 13, 22, 28, 16, 8, 26, 18, 6, 30, 3, 29, 0, 14, 25, 15, 4, 17, 7, 31, 12, 1, 19, 5, 23, 27, 20, 10, 21, 9, 2, 11]",200,0.3,512
7,64,174.76059900674713,13079,1.0970632870000827,"[24, 27, 22, 12, 23, 26, 16, 28, 0, 14, 25, 15, 8, 20, 4, 29, 2, 13, 1, 10, 21, 9, 18, 6, 30, 7, 17, 3, 19, 5, 31, 11]",200,0.3,512
8,128,178.8042049415142,25956,2.1790444030000344,"[24, 13, 2, 14, 0, 12, 23, 26, 15, 25, 28, 22, 8, 20, 27, 17, 4, 16, 3, 29, 1, 10, 21, 9, 18, 6, 30, 5, 19, 7, 31, 11]",200,0.3,512
9,256,181.04432671151935,51701,4.33917294999992,"[24, 13, 1, 28, 0, 12, 2, 14, 25, 17, 5, 18, 6, 30, 8, 20, 26, 16, 4, 15, 3, 29, 23, 10, 22, 9, 21, 27, 19, 7, 31, 11]",200,0.3,512
10,512,181.81673932058519,103170,8.670397322000099,"[10, 23, 28, 0, 12, 1, 13, 2, 14, 25, 16, 5, 18, 6, 30, 7, 19, 26, 17, 4, 15, 3, 29, 24, 11, 22, 9, 21, 27, 20, 8, 31]",200,0.3,512
