,Iteration,Fitness,FEvals,Time,State,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,129.5135622027953,400,0.008706883999821002,"[29, 15, 24, 17, 8, 9, 30, 25, 12, 0, 4, 16, 5, 13, 11, 23, 1, 2, 26, 3, 21, 27, 22, 18, 31, 20, 7, 10, 14, 28, 19, 6]",True,400,0.75,512
1,1,152.09312761871976,802,0.49229388999992807,"[10, 23, 12, 0, 16, 24, 27, 14, 7, 1, 15, 18, 25, 9, 21, 8, 22, 5, 31, 19, 6, 3, 28, 20, 4, 29, 11, 30, 26, 2, 13, 17]",True,400,0.75,512
2,2,152.09312761871976,1203,0.9701989899999717,"[10, 23, 12, 0, 16, 24, 27, 14, 7, 1, 15, 18, 25, 9, 21, 8, 22, 5, 31, 19, 6, 3, 28, 20, 4, 29, 11, 30, 26, 2, 13, 17]",True,400,0.75,512
3,4,155.45099728085353,2006,1.937562269999944,"[2, 20, 24, 29, 23, 13, 6, 14, 31, 22, 11, 19, 3, 10, 21, 8, 16, 26, 4, 28, 5, 15, 1, 9, 0, 18, 12, 30, 7, 17, 25, 27]",True,400,0.75,512
4,8,155.9530516618536,3611,3.8429729219999444,"[29, 8, 17, 2, 18, 3, 12, 26, 19, 25, 30, 24, 15, 23, 16, 31, 6, 21, 4, 14, 9, 0, 27, 20, 7, 22, 11, 5, 13, 10, 28, 1]",True,400,0.75,512
5,16,165.1130829435155,6823,7.637812129999929,"[20, 8, 31, 19, 28, 1, 10, 17, 23, 26, 15, 24, 9, 21, 7, 18, 6, 25, 14, 0, 11, 2, 13, 30, 4, 29, 22, 5, 16, 3, 27, 12]",True,400,0.75,512
6,32,165.1130829435155,13239,15.09072554599993,"[20, 8, 31, 19, 28, 1, 10, 17, 23, 26, 15, 24, 9, 21, 7, 18, 6, 25, 14, 0, 11, 2, 13, 30, 4, 29, 22, 5, 16, 3, 27, 12]",True,400,0.75,512
7,64,168.57732153385007,26075,30.623682665999922,"[31, 9, 20, 26, 30, 8, 21, 28, 6, 16, 2, 12, 0, 10, 22, 27, 3, 19, 15, 4, 29, 7, 23, 11, 1, 13, 5, 14, 24, 18, 25, 17]",True,400,0.75,512
8,128,168.7057259743039,51740,64.50565076499993,"[31, 9, 20, 8, 30, 2, 28, 14, 4, 16, 26, 15, 0, 10, 22, 27, 3, 19, 12, 24, 29, 6, 23, 11, 1, 13, 5, 21, 7, 18, 25, 17]",True,400,0.75,512
9,256,168.7057259743039,103068,134.643020773,"[31, 9, 20, 8, 30, 2, 28, 14, 4, 16, 26, 15, 0, 10, 22, 27, 3, 19, 12, 24, 29, 6, 23, 11, 1, 13, 5, 21, 7, 18, 25, 17]",True,400,0.75,512
10,512,168.7057259743039,190887,258.26537687099994,"[31, 9, 20, 8, 30, 2, 28, 14, 4, 16, 26, 15, 0, 10, 22, 27, 3, 19, 12, 24, 29, 6, 23, 11, 1, 13, 5, 21, 7, 18, 25, 17]",True,400,0.75,512
