,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.008706883999821002,129.5135622027953,400.0,True,400,0.75,512
1,1,0.49229388999992807,152.09312761871976,802.0,True,400,0.75,512
2,2,0.9701989899999717,152.09312761871976,1203.0,True,400,0.75,512
3,3,1.4499147899998661,152.09312761871976,1604.0,True,400,0.75,512
4,4,1.937562269999944,155.45099728085353,2006.0,True,400,0.75,512
5,5,2.4133671820000018,155.45099728085353,2407.0,True,400,0.75,512
6,6,2.89069656699985,155.45099728085353,2808.0,True,400,0.75,512
7,7,3.3666771260000132,155.45099728085353,3209.0,True,400,0.75,512
8,8,3.8429729219999444,155.9530516618536,3611.0,True,400,0.75,512
9,9,4.324056084999938,156.5248863855742,4013.0,True,400,0.75,512
10,10,4.811581355999806,160.26282896271562,4415.0,True,400,0.75,512
11,11,5.284733137999865,160.26282896271562,4816.0,True,400,0.75,512
12,12,5.760671543999933,160.26282896271562,5217.0,True,400,0.75,512
13,13,6.22825778299989,160.7610640109192,5619.0,True,400,0.75,512
14,14,6.699588514999959,165.1130829435155,6021.0,True,400,0.75,512
15,15,7.171485807999943,165.1130829435155,6422.0,True,400,0.75,512
16,16,7.637812129999929,165.1130829435155,6823.0,True,400,0.75,512
17,17,8.112559267999814,165.1130829435155,7224.0,True,400,0.75,512
18,18,8.580651949999947,165.1130829435155,7625.0,True,400,0.75,512
19,19,9.047297125999876,165.1130829435155,8026.0,True,400,0.75,512
20,20,9.510639226999956,165.1130829435155,8427.0,True,400,0.75,512
21,21,9.973353755999824,165.1130829435155,8828.0,True,400,0.75,512
22,22,10.437632943999915,165.1130829435155,9229.0,True,400,0.75,512
23,23,10.902693291999867,165.1130829435155,9630.0,True,400,0.75,512
24,24,11.366750163000006,165.1130829435155,10031.0,True,400,0.75,512
25,25,11.830604881,165.1130829435155,10432.0,True,400,0.75,512
26,26,12.291988567999852,165.1130829435155,10833.0,True,400,0.75,512
27,27,12.7605751279998,165.1130829435155,11234.0,True,400,0.75,512
28,28,13.225443330999951,165.1130829435155,11635.0,True,400,0.75,512
29,29,13.691158202999986,165.1130829435155,12036.0,True,400,0.75,512
30,30,14.158930391000013,165.1130829435155,12437.0,True,400,0.75,512
31,31,14.621427214999812,165.1130829435155,12838.0,True,400,0.75,512
32,32,15.09072554599993,165.1130829435155,13239.0,True,400,0.75,512
33,33,15.573813287999883,165.1130829435155,13640.0,True,400,0.75,512
34,34,16.143675701999882,165.1130829435155,14041.0,True,400,0.75,512
35,35,16.76744190999989,165.1130829435155,14442.0,True,400,0.75,512
36,36,17.24400781899999,165.1130829435155,14843.0,True,400,0.75,512
37,37,17.712839658999883,165.1130829435155,15244.0,True,400,0.75,512
38,38,18.200605146999806,165.1130829435155,15645.0,True,400,0.75,512
39,39,18.69424614899981,165.1130829435155,16046.0,True,400,0.75,512
40,40,19.176514136999913,165.1130829435155,16447.0,True,400,0.75,512
41,41,19.64615451199984,165.1130829435155,16848.0,True,400,0.75,512
42,42,20.10822607199998,165.1130829435155,17249.0,True,400,0.75,512
43,43,20.567334244999984,165.1130829435155,17650.0,True,400,0.75,512
44,44,21.029324189999897,165.1130829435155,18051.0,True,400,0.75,512
45,45,21.49329839699999,165.1130829435155,18452.0,True,400,0.75,512
46,46,21.957808745999955,165.1130829435155,18853.0,True,400,0.75,512
47,47,22.422834293999813,165.1130829435155,19254.0,True,400,0.75,512
48,48,22.888662720999946,165.1130829435155,19655.0,True,400,0.75,512
49,49,23.35649340299983,165.1130829435155,20056.0,True,400,0.75,512
50,50,23.834048319999965,165.1130829435155,20457.0,True,400,0.75,512
51,51,24.296033571999942,165.1130829435155,20858.0,True,400,0.75,512
52,52,24.756221804999996,165.1130829435155,21259.0,True,400,0.75,512
53,53,25.217990035999946,165.1130829435155,21660.0,True,400,0.75,512
54,54,25.6889803869999,165.1130829435155,22061.0,True,400,0.75,512
55,55,26.150811552999812,165.1130829435155,22462.0,True,400,0.75,512
56,56,26.61794422899993,165.1130829435155,22863.0,True,400,0.75,512
57,57,27.078745593999884,165.1130829435155,23264.0,True,400,0.75,512
58,58,27.5412385059999,165.87390417612772,23666.0,True,400,0.75,512
59,59,28.039378059,165.87390417612772,24067.0,True,400,0.75,512
60,60,28.51035409799988,166.01198381548176,24469.0,True,400,0.75,512
61,61,29.070297971999935,167.44257538628136,24871.0,True,400,0.75,512
