,Iteration,Time,Fitness,FEvals,Temperature,max_iters
0,0,6.63950000046043e-05,10.0,0.0,0.01,512
1,1,0.00268852899999672,10.0,1.0,0.01,512
2,2,0.010925831999998081,10.0,2.0,0.01,512
3,3,0.012480679999995914,10.0,3.0,0.01,512
4,4,0.01251586099999713,12.0,5.0,0.01,512
5,5,0.014167440999997893,12.0,7.0,0.01,512
6,6,0.01419746499999519,12.0,8.0,0.01,512
7,7,0.014226600000000644,12.0,10.0,0.01,512
8,8,0.01425470200000234,12.0,12.0,0.01,512
9,9,0.01588923199999215,12.0,13.0,0.01,512
10,10,0.015927547000003983,12.0,15.0,0.01,512
11,11,0.015957456999998954,12.0,17.0,0.01,512
12,12,0.015985856000000354,12.0,19.0,0.01,512
13,13,0.016011466999998447,14.0,21.0,0.01,512
14,14,0.0160386099999954,14.0,23.0,0.01,512
15,15,0.01606643399999541,14.0,25.0,0.01,512
16,16,0.016088050999996995,14.0,26.0,0.01,512
17,17,0.01772413499999459,14.0,27.0,0.01,512
18,18,0.017756700999996156,14.0,28.0,0.01,512
19,19,0.017789825999997788,14.0,30.0,0.01,512
20,20,0.017818489999996245,16.0,32.0,0.01,512
21,21,0.017848270000001776,16.0,34.0,0.01,512
22,22,0.01787322599999186,16.0,35.0,0.01,512
23,23,0.01790378900000178,16.0,37.0,0.01,512
24,24,0.017927428999996664,16.0,38.0,0.01,512
25,25,0.01795738799999924,16.0,40.0,0.01,512
26,26,0.017988576999997008,16.0,42.0,0.01,512
27,27,0.01801858299999992,16.0,44.0,0.01,512
28,28,0.018042235999999434,16.0,45.0,0.01,512
29,29,0.018066016000005902,16.0,46.0,0.01,512
30,30,0.018089852999992218,16.0,47.0,0.01,512
31,31,0.018113916000004338,16.0,48.0,0.01,512
32,32,0.018143714999993676,16.0,50.0,0.01,512
33,33,0.019884606999994503,16.0,51.0,0.01,512
34,34,0.019921937999995976,16.0,52.0,0.01,512
35,35,0.01995082499999512,16.0,53.0,0.01,512
36,36,0.019978418999997416,16.0,54.0,0.01,512
37,37,0.02000615599999378,16.0,55.0,0.01,512
38,38,0.020034565999992537,16.0,56.0,0.01,512
39,39,0.02006233699999882,16.0,57.0,0.01,512
40,40,0.020089135999995733,16.0,58.0,0.01,512
41,41,0.020123652999998853,16.0,60.0,0.01,512
42,42,0.020152417000005585,16.0,61.0,0.01,512
43,43,0.020178538999999773,16.0,62.0,0.01,512
44,44,0.0202105529999983,16.0,64.0,0.01,512
45,45,0.020239583999995148,16.0,65.0,0.01,512
46,46,0.020272439999999392,16.0,67.0,0.01,512
47,47,0.02030492800000161,16.0,69.0,0.01,512
48,48,0.020331241999997474,16.0,70.0,0.01,512
49,49,0.020357743000005257,16.0,71.0,0.01,512
50,50,0.02038402799999517,16.0,72.0,0.01,512
51,51,0.02041048099999898,16.0,73.0,0.01,512
52,52,0.020443818000003944,16.0,75.0,0.01,512
53,53,0.020475743000005764,16.0,76.0,0.01,512
54,54,0.02050332400000343,16.0,77.0,0.01,512
55,55,0.02053685699999619,16.0,79.0,0.01,512
56,56,0.020565019999992273,16.0,80.0,0.01,512
57,57,0.020599848000003362,16.0,82.0,0.01,512
58,58,0.02062743300000136,16.0,83.0,0.01,512
59,59,0.020662083999994252,16.0,85.0,0.01,512
60,60,0.020696877000005998,16.0,87.0,0.01,512
61,61,0.020726100999993946,16.0,88.0,0.01,512
62,62,0.02075409600000455,16.0,89.0,0.01,512
63,63,0.020781592000005844,16.0,90.0,0.01,512
64,64,0.020815870999996378,16.0,92.0,0.01,512
65,65,0.022758285999998407,16.0,93.0,0.01,512
