,Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_exp_const,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,10.0,0,6.63950000046043e-05,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0]",exponential,0.01,0.005,0.001,0.009999996680250551,0.01,512
1,1,10.0,1,0.00268852899999672,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0]",exponential,0.01,0.005,0.001,0.009999865574453521,0.01,512
2,2,10.0,2,0.010925831999998081,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0]",exponential,0.01,0.005,0.001,0.009999453723321455,0.01,512
3,4,12.0,5,0.01251586099999713,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0]",exponential,0.01,0.005,0.001,0.00999937422653044,0.01,512
4,8,12.0,12,0.01425470200000234,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0]",exponential,0.01,0.005,0.001,0.009999287290298963,0.01,512
5,16,14.0,26,0.016088050999996995,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0]",exponential,0.01,0.005,0.001,0.009999195629802306,0.01,512
6,32,16.0,50,0.018143714999993676,"[0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0]",exponential,0.01,0.005,0.001,0.009999092855398057,0.01,512
7,64,16.0,92,0.020815870999996378,"[0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0]",exponential,0.01,0.005,0.001,0.009998959260610682,0.01,512
8,128,18.0,168,0.02496620600000199,"[0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0]",exponential,0.01,0.005,0.001,0.009998751767610689,0.01,512
9,256,18.0,310,0.033475409000004674,"[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0]",exponential,0.01,0.005,0.001,0.009998326369617562,0.01,512
10,512,18.0,592,0.05673778999999968,"[0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0]",exponential,0.01,0.005,0.001,0.009997163512859054,0.01,512
