,Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_exp_const,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,24.0,0,7.358700000281715e-05,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0]",exponential,0.01,0.005,0.001,0.009999996320650677,0.01,512
1,1,25.0,2,0.0025912669999854643,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0]",exponential,0.01,0.005,0.001,0.00999987043748933,0.01,512
2,2,25.0,4,0.0041876599999852715,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0]",exponential,0.01,0.005,0.001,0.009999790619192048,0.01,512
3,4,25.0,6,0.005721916999988252,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0]",exponential,0.01,0.005,0.001,0.009999713908242504,0.01,512
4,8,29.0,14,0.007402405999982875,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",exponential,0.01,0.005,0.001,0.009999629886549368,0.01,512
5,16,29.0,26,0.009155993000007356,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]",exponential,0.01,0.005,0.001,0.009999542210828867,0.01,512
6,32,32.0,44,0.011075156999993396,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]",exponential,0.01,0.005,0.001,0.009999446257482105,0.01,512
7,64,35.0,85,0.013548530999997865,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]",exponential,0.01,0.005,0.001,0.00999932259639482,0.01,512
8,128,36.0,156,0.01731156099998543,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",exponential,0.01,0.005,0.001,0.009999134459410189,0.01,512
9,256,37.0,286,0.02489065299999993,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",exponential,0.01,0.005,0.001,0.009998755544789864,0.01,512
10,512,37.0,542,0.0452309869999965,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",exponential,0.01,0.005,0.001,0.009997738706360997,0.01,512
