,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_hidden_layer_sizes,param_is_classifier,param_max_iters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,2.0900434970855715,0.007059488430295365,0.0013764858245849609,0.00017216539564592732,relu,[4],True,1000,"{'activation': <function relu at 0x7f6989502790>, 'hidden_layer_sizes': [4], 'is_classifier': True, 'max_iters': 1000}",0.5767992465291871,0.6051834130781499,0.6004437486758163,0.5871918734096693,0.6050793650793651,0.5949395293544375,0.011199516830916184,1,0.6031767900742439,0.5939610110247361,0.5886455035509541,0.5951879080255886,0.5961216087379639,0.5954185642826972,0.004663396925489344
