,Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_exp_const,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,115.03323506933009,0,0.0001113390000000436,"[0, 13, 8, 1, 15, 5, 20, 11, 3, 4, 17, 12, 18, 16, 2, 9, 21, 7, 10, 14, 19, 6]",exponential,0.01,0.005,0.001,0.00999999443305155,0.01,512
1,1,115.03323506933009,1,0.0025311489999921832,"[0, 13, 8, 1, 15, 5, 20, 11, 3, 4, 17, 12, 18, 16, 2, 9, 21, 7, 10, 14, 19, 6]",exponential,0.01,0.005,0.001,0.009999873443350838,0.01,512
2,2,121.48475893842166,3,0.010996855000030337,"[0, 13, 8, 1, 15, 5, 20, 11, 3, 10, 17, 12, 18, 16, 2, 9, 21, 7, 4, 14, 19, 6]",exponential,0.01,0.005,0.001,0.009999450172366075,0.01,512
3,4,121.48475893842166,5,0.012634529000024486,"[0, 13, 8, 1, 15, 5, 20, 11, 3, 10, 17, 12, 18, 16, 2, 9, 21, 7, 4, 14, 19, 6]",exponential,0.01,0.005,0.001,0.009999368293503494,0.01,512
4,8,126.5187763263491,11,0.014366024999958427,"[0, 16, 7, 1, 15, 5, 20, 11, 3, 10, 17, 12, 18, 13, 2, 9, 21, 8, 4, 14, 19, 6]",exponential,0.01,0.005,0.001,0.00999928172454722,0.01,512
5,16,134.57875557299005,22,0.016325318999975025,"[2, 16, 7, 1, 15, 5, 20, 11, 3, 10, 17, 6, 18, 13, 0, 9, 21, 14, 4, 8, 19, 12]",exponential,0.01,0.005,0.001,0.009999183767363602,0.01,512
6,32,135.22384517750578,39,0.01867425699992964,"[2, 16, 7, 1, 15, 5, 20, 11, 3, 13, 17, 6, 18, 10, 0, 9, 21, 14, 4, 8, 19, 12]",exponential,0.01,0.005,0.001,0.009999066330739633,0.01,512
7,64,137.18548990949782,76,0.02203556799997841,"[2, 16, 7, 1, 15, 5, 20, 13, 3, 8, 17, 6, 18, 9, 0, 10, 21, 14, 4, 11, 19, 12]",exponential,0.01,0.005,0.001,0.009998898282293554,0.01,512
8,128,138.27701538137606,144,0.02742116799993255,"[4, 16, 7, 1, 15, 5, 20, 13, 3, 8, 17, 6, 18, 9, 0, 12, 21, 11, 2, 10, 19, 14]",exponential,0.01,0.005,0.001,0.009998629035585765,0.01,512
9,256,142.24679750765745,276,0.0381723289999627,"[4, 16, 7, 2, 15, 5, 20, 13, 19, 8, 17, 6, 18, 9, 21, 10, 0, 11, 1, 12, 3, 14]",exponential,0.01,0.005,0.001,0.009998091565679252,0.01,512
10,512,145.34942607302264,541,0.06446396899991669,"[4, 19, 10, 2, 14, 7, 18, 8, 17, 5, 16, 6, 20, 9, 21, 11, 0, 13, 1, 12, 3, 15]",exponential,0.01,0.005,0.001,0.009996777320944613,0.01,512
