,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
0,0,129.5135622027953,5,0.0002770709979813546,"[29, 15, 24, 17, 8, 9, 30, 25, 12, 0, 4, 16, 5, 13, 11, 23, 1, 2, 26, 3, 21, 27, 22, 18, 31, 20, 7, 10, 14, 28, 19, 6]",5,0.4,4096
1,1,133.84649843203385,12,0.0030881929851602763,"[30, 0, 22, 31, 18, 28, 10, 15, 4, 12, 8, 6, 25, 19, 29, 20, 23, 11, 26, 24, 9, 21, 5, 1, 27, 7, 17, 3, 16, 13, 2, 14]",5,0.4,4096
2,2,133.84649843203385,18,0.005146443989360705,"[30, 0, 22, 31, 18, 28, 10, 15, 4, 12, 8, 6, 25, 19, 29, 20, 23, 11, 26, 24, 9, 21, 5, 1, 27, 7, 17, 3, 16, 13, 2, 14]",5,0.4,4096
3,4,133.84649843203385,30,0.00767340898164548,"[30, 0, 22, 31, 18, 28, 10, 15, 4, 12, 8, 6, 25, 19, 29, 20, 23, 11, 26, 24, 9, 21, 5, 1, 27, 7, 17, 3, 16, 13, 2, 14]",5,0.4,4096
4,8,136.58845130311775,56,0.01114102898281999,"[30, 0, 22, 31, 18, 28, 10, 15, 4, 12, 8, 6, 25, 19, 29, 20, 23, 11, 26, 24, 9, 21, 5, 1, 13, 7, 17, 3, 16, 27, 2, 14]",5,0.4,4096
5,16,140.6984635490332,106,0.016304166987538338,"[30, 0, 4, 31, 18, 28, 10, 15, 22, 12, 8, 6, 25, 19, 29, 20, 23, 14, 26, 24, 9, 21, 5, 1, 13, 7, 17, 3, 16, 27, 2, 11]",5,0.4,4096
6,32,145.85460472062704,205,0.02514145997702144,"[30, 0, 4, 31, 18, 28, 23, 15, 22, 12, 8, 16, 25, 19, 29, 20, 10, 14, 26, 24, 9, 21, 5, 1, 13, 7, 17, 3, 6, 27, 2, 11]",5,0.4,4096
7,64,165.54412485395778,407,0.04137516298214905,"[30, 7, 18, 25, 29, 5, 23, 15, 31, 22, 8, 12, 6, 19, 9, 20, 26, 14, 3, 10, 24, 11, 21, 28, 1, 13, 0, 16, 4, 17, 27, 2]",5,0.4,4096
8,128,167.9433436088547,796,0.07244317399454303,"[30, 7, 15, 25, 18, 8, 23, 13, 31, 20, 4, 12, 6, 19, 9, 22, 26, 14, 3, 10, 24, 11, 21, 28, 1, 29, 0, 16, 5, 17, 27, 2]",5,0.4,4096
9,256,174.4301452279267,1575,0.13438555799075402,"[30, 7, 16, 6, 18, 8, 23, 10, 25, 20, 4, 31, 28, 19, 9, 21, 26, 29, 0, 14, 1, 13, 24, 11, 22, 12, 3, 15, 5, 17, 2, 27]",5,0.4,4096
